timestamp,speed,peak,min,std,gyro,event
1774612585403,39.498817,4.215793,-1.3044871,1.0331948,0.16808762,NORMAL
1774612586435,40.05769,1.2277635,-1.7765392,0.748389,0.13822927,NORMAL
1774612587469,39.67301,1.2770524,-0.6246123,0.7525505,0.1141664,NORMAL
1774612588481,38.664608,1.2047852,-0.8124143,0.41484883,0.08269332,NORMAL
1774612589497,36.518764,1.0669377,-1.0671886,0.6468072,0.08959393,NORMAL
1774612590518,33.35926,1.0587435,-1.105114,0.8762351,0.0908144,NORMAL
1774612591553,28.669956,4.338747,-2.2726462,1.8323927,0.35524482,NORMAL
1774612592565,24.488375,3.587087,-2.756348,1.344379,0.28446782,NORMAL
1774612593585,21.893026,0.71293163,-1.4278314,0.5136043,0.14239384,NORMAL
1774612594618,20.883017,0.70822984,-0.7271232,0.5049101,0.1510861,NORMAL
1774612595643,20.04661,0.81662893,-0.50049347,0.35221517,0.2162143,NORMAL
1774612596659,18.738365,1.1050657,-1.7092605,0.6524475,0.20501542,NORMAL
1774612597679,16.527819,0.67890096,-0.7801037,0.29925016,0.16134606,NORMAL
1774612598701,14.683092,0.7232127,-0.8723006,0.2649591,0.3479691,NORMAL
1774612599731,13.662655,0.67282623,-0.75234085,0.3389826,0.53569245,NORMAL
1774612600752,13.655193,1.4227679,-0.8065032,0.58018005,0.4703325,NORMAL
1774612601752,14.097116,1.0820096,-0.7783741,0.613317,0.264381,NORMAL
1774612602783,15.355869,2.015931,-1.4497535,0.7159771,0.18774123,NORMAL
1774612603792,17.43592,1.8648078,-2.2832186,0.88148427,0.22952862,NORMAL
1774612604816,19.562353,2.0975604,-2.2924826,1.1534828,0.2014034,NORMAL
1774612605847,21.399813,2.105739,-2.4509537,1.2917278,0.23954427,NORMAL
1774612606887,22.948689,2.2117195,-2.176296,1.1460891,0.24159469,NORMAL
1774612607899,24.396414,3.1224377,-2.144809,1.8729264,0.29048306,NORMAL
1774612608909,25.89865,2.779239,-2.7914867,1.987513,0.41487008,NORMAL
1774612609928,27.62079,2.2982328,-1.9971626,1.5251069,0.41328627,NORMAL
1774612610949,28.567677,2.2359507,-1.4637167,1.3171332,0.2883137,NORMAL
1774612611982,29.049408,2.2288473,-1.689007,1.0195386,0.16307586,NORMAL
1774612613005,29.842445,1.5217248,-1.5550857,1.3493311,0.18183176,NORMAL
1774612614035,30.721466,1.6555166,-4.945404,1.705502,0.2176453,NORMAL
1774612615039,32.20469,3.5021887,-2.7637432,1.910286,0.3413236,NORMAL
1774612616065,32.988415,2.9896338,-2.5369673,1.601197,0.31451318,NORMAL
1774612617083,34.16425,3.1804392,-1.7133014,1.3831689,0.19538273,NORMAL
1774612618100,35.64735,1.940192,-2.4782343,1.2464244,0.17826417,NORMAL
1774612619109,36.20601,2.2619665,-1.3123914,1.1802218,0.14860153,NORMAL
1774612620152,36.82921,1.5918393,-2.4575894,0.974961,0.15941635,NORMAL
1774612621179,37.735924,2.4904125,-1.9465606,0.99648434,0.16538754,NORMAL
1774612622213,38.539154,2.120794,-1.377166,0.86286724,0.19172001,NORMAL
1774612623241,38.157093,2.694229,-2.6095567,1.0644656,0.27016056,NORMAL
1774612624261,37.740658,1.9083022,-1.8845294,1.0166293,0.20442891,NORMAL
1774612625289,37.605995,2.1186123,-3.874983,1.6516829,0.3272544,NORMAL
1774612626304,37.683598,2.0106337,-3.2012575,1.6401496,0.24901915,NORMAL
1774612627323,37.91736,1.8158613,-2.052699,1.3975078,0.23887588,NORMAL
1774612628355,38.244816,3.1256714,-2.935015,1.3051003,0.24553797,NORMAL
1774612629364,38.657288,1.7407701,-4.4899616,1.3819599,0.20483772,NORMAL
1774612630387,39.322372,2.6451116,-2.4768589,1.4338559,0.25235945,NORMAL
1774612631404,40.052624,1.3074726,-1.3051466,0.7775536,0.19486186,NORMAL
1774612632415,40.447575,1.1713861,-2.48251,0.8468237,0.16931537,NORMAL
1774612633448,40.842945,1.8064362,-1.661717,0.8936393,0.16470027,NORMAL
1774612634470,40.60497,1.6059155,-2.2082303,0.87075764,0.14221354,NORMAL
1774612635501,39.929382,2.153847,-1.7319399,1.1681192,0.14970273,NORMAL
1774612636521,38.76083,1.0028772,-1.1588482,0.75766253,0.09976453,NORMAL
1774612637546,36.2309,2.412262,-1.159828,0.70523024,0.16619858,NORMAL
1774612638577,33.402542,1.7704742,-1.4759018,0.8496383,0.2873767,NORMAL
1774612639604,31.863926,0.9726809,-1.6131253,0.8528075,0.17790796,NORMAL
1774612640629,31.171156,2.0650673,-1.622076,0.9395886,0.17428727,NORMAL
1774612641641,30.798695,2.0312102,-1.8539215,1.3692591,0.19156694,NORMAL
1774612642672,31.108017,1.4432695,-1.8447866,1.3353807,0.18192878,NORMAL
1774612643689,31.30801,1.1630862,-4.240048,1.6888177,0.24431993,NORMAL
1774612644734,31.341606,1.7360018,-4.681378,2.235308,0.34159657,UNSTABLE_RIDE
1774612645772,29.619364,1.4257799,-2.863156,1.3772216,0.19365129,NORMAL
1774612646792,25.64842,1.3039621,-2.7505684,0.7314537,0.13755877,NORMAL
1774612647803,21.336252,1.2197105,-1.0991364,0.7549419,0.16628776,NORMAL
1774612648828,18.849752,1.1292847,-1.017029,0.7135966,0.1399262,NORMAL
1774612649851,16.925852,2.8944793,-1.1868547,0.7907461,0.14867184,NORMAL
1774612650875,15.872313,1.4900086,-1.9395778,0.85187316,0.14604975,NORMAL
1774612651898,15.355389,1.7760017,-2.3248868,0.90222293,0.17872153,NORMAL
1774612652929,15.146034,3.027217,-3.3823142,1.0149716,0.22727147,NORMAL
1774612653951,15.82682,3.030559,-2.2172892,1.1450125,0.2569987,NORMAL
1774612654982,17.358494,1.044101,-1.8653098,0.76851386,0.17998832,NORMAL
1774612656004,19.602297,5.5234137,-1.5574243,1.5927626,0.3843357,NORMAL
1774612657025,21.726177,5.698481,-3.783903,1.9918582,0.58027446,NORMAL
1774612658068,19.839664,4.4229903,-6.4381094,2.4513702,0.48698443,UNSTABLE_RIDE
1774612659083,16.4254,3.435066,-1.4242367,1.2296237,0.41399336,NORMAL
1774612660088,14.63604,2.3208919,-1.4194477,0.8549772,0.21629237,NORMAL
1774612661092,14.887224,1.868971,-1.3667238,0.70058686,0.1794827,NORMAL
1774612662115,16.477934,1.7780707,-1.8840206,0.8218181,0.19083007,NORMAL
1774612663135,19.20356,1.6577477,-1.1704808,0.57388,0.15701918,NORMAL
1774612664153,21.472538,1.7745252,-2.8616247,0.88021624,0.18508542,NORMAL
1774612665197,24.590723,3.1446304,-4.9012375,1.4592116,0.5447678,NORMAL
1774612666231,27.829636,6.639767,-4.930918,2.323077,1.3279241,HARSH_ACCELERATION
1774612667240,30.521782,7.571932,-3.314497,1.9041836,0.7240783,NORMAL
1774612668259,30.27947,4.7777143,-2.5206115,2.0403817,0.5354604,NORMAL
1774612669258,28.521282,2.549699,-2.924985,1.931149,0.40027452,NORMAL
1774612670285,26.42957,1.5090692,-2.3494842,1.3435174,0.24476388,NORMAL
1774612671309,24.872143,2.1695838,-1.2298871,0.76206654,0.18290003,NORMAL
1774612672324,23.332886,3.3402233,-1.3023318,1.2512006,0.7204211,NORMAL
1774612673347,21.775732,3.7862716,-1.6565465,1.3436339,0.7143603,NORMAL
1774612674356,20.03504,2.1512487,-2.6051426,1.2055361,0.36135307,NORMAL
1774612675374,18.270626,0.73445755,-0.9539198,0.58315146,0.15279287,NORMAL
1774612676400,18.248775,0.90985715,-1.3249744,0.49393278,0.12688361,NORMAL
1774612677440,18.696465,1.5894305,-0.85124767,0.5187666,0.13870907,NORMAL
1774612678455,19.253078,1.0952574,-1.5443387,0.6122972,0.106309846,NORMAL
1774612679482,20.148647,1.3900323,-0.98750764,0.6478458,0.10028738,NORMAL
1774612680498,20.858788,3.2619846,-3.2038414,1.3280977,0.18579839,NORMAL
1774612681522,20.651274,3.2731607,-9.359065,1.5777599,0.32340267,HARSH_BRAKING
1774612682550,19.864365,2.4861903,-5.33487,1.8174626,0.4109588,NORMAL
1774612683587,19.089819,2.261153,-2.1695604,1.0629183,0.35275304,NORMAL
1774612684613,18.59629,3.147408,-3.741401,1.6921607,0.607036,NORMAL
1774612685643,18.501774,1.4963833,-0.8685381,0.56872314,0.26708943,NORMAL
1774612686681,18.416265,0.4812333,-0.80505365,0.37764734,0.18656982,NORMAL
1774612687706,17.644958,0.44337103,-0.36757982,0.23704757,0.13116764,NORMAL
1774612688730,16.606174,0.6025671,-0.50566673,0.20265572,0.1501659,NORMAL
1774612689728,15.421305,1.5521562,-0.86836195,0.4115771,0.19984655,NORMAL
1774612690751,14.638383,1.0303336,-1.1910312,0.5225131,0.2619891,NORMAL
1774612691780,14.687031,1.3342035,-1.647501,0.9686325,0.18396005,NORMAL
1774612692803,14.716219,0.56441724,-1.1820451,0.48443425,0.15828042,NORMAL
1774612693821,13.437732,1.0970113,-0.90901387,0.56869507,0.24504381,NORMAL
1774612694847,11.057839,1.0768371,-1.216084,0.334878,0.51477486,NORMAL
1774612695879,8.737104,1.43279,-1.0822201,0.38063195,0.6506174,NORMAL
1774612696892,6.437463,0.77091724,-0.6889398,0.3011318,0.41724023,NORMAL
1774612697916,4.9856777,0.42678365,-0.73664993,0.2555804,0.31849253,NORMAL
1774612698947,5.1226068,0.41772208,-0.62765205,0.21395577,0.3469201,NORMAL
1774612699970,5.1183643,1.0222678,-0.5942142,0.3792024,0.39776304,NORMAL
1774612700988,5.2310185,0.32461283,-1.0135893,0.31992632,0.40379944,NORMAL
1774612702010,7.0554113,0.9544958,-0.9815945,0.44686314,0.31474653,NORMAL
1774612703036,8.167468,0.80521107,-0.6186809,0.40508392,0.34805322,NORMAL
1774612704061,8.167468,0.70074993,-0.7638984,0.3483188,0.2989536,NORMAL
1774612705085,8.397888,0.83807373,-0.69452065,0.30244198,0.1210535,NORMAL
1774612706085,7.731533,0.64017284,-0.51902646,0.28642577,0.1947132,NORMAL
1774612707119,6.7125196,0.8744642,-0.46800607,0.23881693,0.41796046,NORMAL
1774612708137,6.1587124,0.44069558,-1.0759625,0.49354142,0.45189276,NORMAL
1774612709164,6.3016276,0.8234225,-0.63897717,0.29294702,0.334309,NORMAL
