speed,peakForwardAccel,minForwardAccel,stdAccel,meanGyro,instability_score,motion_intensity,label
33.402542,1.7704742,-1.4759018,0.8496383,0.2873767,1.0508019899999999,0.24416625084760998,NORMAL
32.63559,1.5893577,-0.88880026,0.79578245,0.12720862,0.884828484,0.101230387284719,NORMAL
36.12519,1.1212504,-2.1578643,0.848716,0.13024378,0.939886646,0.11053997998648,NORMAL
54.65406,2.895674,-5.5049043,2.2271318,0.6860351,2.70735637,1.52789058712618,NORMAL
25.774252,1.2204635,-2.5097725,0.85104585,0.11949681,0.934693617,0.1016972642387385,NORMAL
41.406452,2.0937178,-4.159222,1.6842691,0.3981914,1.96300308,0.67066147090574,NORMAL
0.0,4.80186,-8.719927,2.2299917,1.0907544,2.9935197799999997,2.4323732587384796,HARSH_BRAKING
0.0,6.893818,-4.6444964,1.629788,0.5208288,1.99436816,0.8488405282943999,HARSH_ACCELERATION
20.651274,3.2731607,-9.359065,1.5777599,0.32340267,1.804141769,0.510251764278933,HARSH_BRAKING
27.457489,1.6674681,-1.1895384,0.6314515,0.16370708,0.7460464560000001,0.10337308122662,NORMAL
37.454926,0.82406133,-2.402433,0.6514167,0.14529051,0.753120057,0.094644664565517,NORMAL
0.0,7.65097,-0.46283168,2.3793952,0.8759311,2.99254697,2.08418625487072,HARSH_ACCELERATION
27.516323,2.9133742,-2.4583688,1.4640545,0.2813248,1.66098186,0.41187483940159997,NORMAL
38.087765,1.1975915,-1.292868,0.7595224,0.22766556,0.918888292,0.172917092528544,NORMAL
51.35404,1.9167395,-4.491026,1.0673765,0.1537457,1.17499849,0.16410454715605,NORMAL
37.43899,1.9062331,-1.1015997,0.70516104,0.117374614,0.7873232698,0.08276800487783856,NORMAL
46.455994,1.7072737,-1.9491012,0.85489553,0.24043182,1.023197804,0.2055440881877646,NORMAL
18.312233,2.337625,-3.6188357,1.5563604,0.3415395,1.79543805,0.5315585528358,NORMAL
35.47476,4.144538,-4.338619,2.0150118,1.630289,3.1562140999999997,3.2850515724102,UNSTABLE_RIDE
0.0,4.726005,-8.01577,2.6486013,1.1676161,3.46593257,3.0925495203609303,HARSH_BRAKING
28.567677,2.2359507,-1.4637167,1.3171332,0.2883137,1.51895279,0.37974754628484003,NORMAL
0.0,7.7213826,-8.145285,2.7587771,3.7984,5.4176571,10.47893893664,HARSH_ACCELERATION
33.010933,5.253157,-0.8741513,1.7873842,0.4172459,2.07945633,0.7457787291747799,NORMAL
42.427605,1.5584661,-1.5990905,1.0551828,0.14653803,1.1577594210000002,0.15462440880188402,NORMAL
27.688416,3.7499888,-3.3343582,2.1769464,0.64914924,2.6313508679999997,1.4131631010807357,NORMAL
27.829636,6.639767,-4.930918,2.323077,1.3279241,3.25262387,3.0848699344557,HARSH_ACCELERATION
45.984653,2.3991387,-1.8421354,1.3792765,0.32130173,1.604187711,0.443163925598345,UNSTABLE_RIDE
9.161181,2.2760508,-1.6267729,0.65880924,0.55372363,1.0464157809999999,0.3647982438503412,NORMAL
0.0,5.712759,-10.076368,3.267457,1.905549,4.6013413,6.226299418892999,HARSH_BRAKING
19.839664,4.4229903,-6.4381094,2.4513702,0.48698443,2.792259301,1.193779119565986,UNSTABLE_RIDE
20.148647,1.3900323,-0.98750764,0.6478458,0.10028738,0.7180469660000001,0.064970757926004,NORMAL
26.363724,3.2157996,-1.5768505,1.0939164,0.1735668,1.2154131599999998,0.18986756901552,NORMAL
41.2922,1.9378378,-3.3520408,1.5122241,0.20991397,1.659163879,0.31743696436067703,NORMAL
28.976353,1.3741156,-3.1999032,1.1483076,0.38603097,1.418529279,0.443282296686372,NORMAL
21.8426,2.6595092,-4.785734,1.8657111,0.25784788,2.046204616,0.4810696518274679,UNSTABLE_RIDE
30.611671,6.501883,-3.4217677,2.1499047,0.65434986,2.6079496019999997,1.4067898394583418,NORMAL
35.8861,3.962766,-3.1251447,1.8424392,0.682143,2.3199393,1.2568070032056002,NORMAL
0.0,8.894214,-5.159766,3.507025,0.68926865,3.989513055,2.4172823872662503,HARSH_ACCELERATION
0.0,2.6546154,-7.0345287,2.4721284,2.1953812,4.008895239999999,5.42726421334608,HARSH_BRAKING
42.325554,5.7164235,-3.9015248,1.8726479,0.30818048,2.088374236,0.5771135286929919,NORMAL
35.127663,1.5461557,-0.82103115,0.7917866,0.104411945,0.8648749615,0.082671978930937,NORMAL
46.07261,1.3782885,-1.3236041,0.7267252,0.12620433,0.8150682309999999,0.091715866960116,NORMAL
32.78096,5.9132075,-2.8293722,1.9357363,0.5640544,2.33057438,1.0918605772547199,NORMAL
38.76083,1.0028772,-1.1588482,0.75766253,0.09976453,0.827497701,0.0755878462040609,NORMAL
33.465157,5.1700287,-4.3528743,2.087142,0.43989083,2.395065581,0.91811462670786,NORMAL
25.64842,1.3039621,-2.7505684,0.7314537,0.13755877,0.827744839,0.100617871283949,NORMAL
55.43282,3.407762,-1.9867558,1.7000881,0.38917086,1.9725077020000001,0.661624747952766,NORMAL
32.190487,3.2267685,-1.5237505,0.9022974,0.15277426,1.009239382,0.137847817584924,NORMAL
36.83135,5.03585,-2.0791528,2.0951128,0.6078185,2.52058575,1.2734483194268,NORMAL
12.518501,1.3567477,-1.2996964,0.71980345,0.4717277,1.05001284,0.339551225920565,NORMAL
0.0,9.403724,-5.48268,1.9070259,1.9826044,3.2948489800000003,3.7808779402539603,HARSH_ACCELERATION
29.530201,2.8283908,-2.3267176,1.5485657,0.32580546,1.776629522,0.504531160228722,NORMAL
34.752827,4.9979,-5.01935,2.419508,0.97973764,3.105324348,2.37048305788112,UNSTABLE_RIDE
24.23032,3.8408356,-3.5446963,1.7382817,0.35160854,1.984407678,0.611194690645718,NORMAL
0.0,1.3831078,-8.330416,2.628522,0.9929169,3.32356383,2.6099039158218,HARSH_BRAKING
40.05769,1.2277635,-1.7765392,0.748389,0.13822927,0.845149489,0.10344926514602999,NORMAL
50.94979,2.2013688,-1.5212193,0.9042767,0.18375164,1.032902848,0.166162326638788,NORMAL
40.212147,2.0456583,-1.242186,0.8520085,0.19784509,0.9905000629999999,0.168565698363265,NORMAL
